,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp)
4957,Hyderabad,2011,96000,Diesel,Manual,Second,5,,0.91,TATA,17.88,1396,52.8
4958,Jaipur,2014,45700,Petrol,Manual,Second,5,,2.42,MARUTI,22.74,796,47.3
4959,Kolkata,2005,13000,Petrol,Automatic,First,5,,3.25,SKODA,9.3,2771,193.1
4960,Kolkata,2013,38000,Petrol,Manual,First,5,,2.8,VOLKSWAGEN,16.47,1198,73.9
4961,Coimbatore,2019,8018,Petrol,Automatic,First,5,10.26 Lakh,8.3,MARUTI,22,1197,81.8
4962,Bangalore,2010,144400,Diesel,Manual,Third,8,,5.25,MAHINDRA,12.05,2179,120
4963,Jaipur,2010,152000,Diesel,Manual,First,5,,2.9,MARUTI,17.8,1248,75
4964,Pune,2013,71000,Diesel,Automatic,First,5,,15,BMW,18.88,1995,184
4965,Jaipur,2012,80000,Petrol,Manual,Second,4,,0.53,TATA,25.4,624,37.5
4966,Mumbai,2014,87143,Diesel,Manual,First,8,,12.5,TOYOTA,12.99,2494,100
4967,Mumbai,2012,25000,Petrol,Manual,First,5,,2.75,HONDA,18.4,1198,86.8
4968,Pune,2018,2000,Petrol,Automatic,First,5,6.94 Lakh,5,TATA,23.84,1199,83.83
4969,Kochi,2014,45239,Diesel,Manual,First,8,,7.09,MAHINDRA,12.05,2179,120
4970,Hyderabad,2011,101999,Diesel,Automatic,First,5,,19.99,BMW,16.73,1995,218
4971,Mumbai,2014,74219,Diesel,Manual,First,5,,10.75,TOYOTA,21.43,1364,87.2
4972,Mumbai,2016,25000,Petrol,Automatic,First,5,,9.45,HONDA,18,1497,117.3
4973,Hyderabad,2008,109606,Diesel,Manual,First,5,15.59 Lakh,2.9,HYUNDAI,22,1582,126.2
4974,Kolkata,2015,36000,Diesel,Manual,First,5,,4.7,MARUTI,26.59,1248,74
4975,Coimbatore,2016,41810,Petrol,Manual,First,5,,7.11,MARUTI,20.73,1373,91.1
4976,Jaipur,2014,93321,Diesel,Manual,First,5,,6.25,FORD,22.7,1498,89.84
4977,Hyderabad,2011,81000,Petrol,Manual,First,5,,2.2,MARUTI,20.92,998,67.1
4978,Kochi,2019,25717,Petrol,Automatic,First,5,9.47 Lakh,8.86,HONDA,19,1199,88.76
4979,Delhi,2015,37000,Diesel,Manual,First,7,,9.3,MAHINDRA,15.1,2179,140
4980,Coimbatore,2017,56380,Diesel,Manual,First,7,,7.57,MAHINDRA,18.49,1493,100
4981,Chennai,2017,8000,Petrol,Manual,First,5,9.1 Lakh,7.9,HONDA,18.2,1199,88.7
4982,Kochi,2018,14589,Petrol,Manual,First,5,,5.65,MARUTI,16.1,1298,88.2
4983,Delhi,2013,65088,Petrol,Manual,First,5,,3.25,VOLKSWAGEN,16.47,1198,73.9
4984,Coimbatore,2019,24864,Diesel,Manual,First,5,19.18 Lakh,16.27,HYUNDAI,20.5,1582,126.2
4985,Coimbatore,2011,64831,Petrol,Manual,First,5,,3.21,CHEVROLET,18.6,1199,79.4
4986,Kolkata,2013,38001,Diesel,Manual,First,5,,3.9,HONDA,25.8,1498,98.6
4987,Mumbai,2008,77000,Petrol,Automatic,Second,5,,6.5,MERCEDES-BENZ,10,2496,157.7
4988,Hyderabad,2016,27000,Diesel,Automatic,First,5,78.31 Lakh,48,BMW,18.59,2993,265
4989,Mumbai,2016,39000,Diesel,Automatic,First,5,42.89 Lakh,18.9,AUDI,20.38,1968,143
4990,Pune,2015,131000,Diesel,Manual,First,5,,3.6,MARUTI,26.59,1248,74
4991,Kolkata,2015,43000,Diesel,Manual,First,5,,5.5,MARUTI,26.59,1248,74
4992,Pune,2011,68000,Diesel,Manual,Second,7,,7,TOYOTA,12.8,2494,102
4993,Bangalore,2016,45165,Diesel,Automatic,First,5,,41.75,BMW,16.09,1995,184
4994,Hyderabad,2007,120000,Diesel,Automatic,First,5,,10.5,BMW,16.73,1995,218
4995,Coimbatore,2014,86091,Diesel,Manual,First,7,,10.09,MAHINDRA,15.1,2179,140
4996,Delhi,2009,71499,Petrol,Manual,First,5,,3,HONDA,17,1497,118
4997,Chennai,2014,50000,Diesel,Manual,First,7,,12,FORCE,17,2200,139.01
4998,Jaipur,2015,66000,Diesel,Manual,First,5,9.56 Lakh,4.91,VOLKSWAGEN,20.14,1498,88
4999,Kolkata,2010,45000,Petrol,Manual,First,5,,2,HONDA,16,1198,90
5000,Hyderabad,2015,69189,Diesel,Manual,First,5,,5.3,TOYOTA,23.59,1364,67.06
5001,Mumbai,2014,40206,Diesel,Manual,First,5,,7.22,NISSAN,19.01,1461,108.5
5002,Kochi,2017,36723,Diesel,Automatic,First,5,64.76 Lakh,32.57,BMW,18.56,1995,190
5003,Mumbai,2010,57500,Petrol,Manual,First,5,,2.75,HYUNDAI,18.5,1197,80
5004,Kochi,2018,43912,CNG,Manual,First,5,,4.33,MARUTI,15.1,1196,73
5005,Hyderabad,2011,52000,Diesel,Manual,First,5,,3.75,FORD,17.8,1399,68
5006,Kochi,2014,60952,Petrol,Automatic,First,5,,5.91,HONDA,16.8,1497,118
5007,Chennai,2013,87192,Diesel,Manual,First,5,,4.35,MARUTI,25.2,1248,74
5008,Delhi,2014,58000,Diesel,Manual,First,5,,3.25,HYUNDAI,24,1120,70
5009,Pune,2017,59500,Diesel,Automatic,First,7,99.92 Lakh,68,AUDI,14.75,2967,245
5010,Mumbai,2016,16650,Petrol,Manual,First,5,,5.5,VOLKSWAGEN,17,1198,74
5011,Kochi,2018,34696,Petrol,Automatic,First,5,,12.08,HONDA,18,1497,117.3
5012,Kochi,2018,42243,Diesel,Manual,First,5,,7.48,MARUTI,27.39,1248,74
5013,Jaipur,2016,57824,Diesel,Manual,First,5,,5.5,HYUNDAI,24,1120,70
5014,Jaipur,2011,110000,Diesel,Manual,First,5,,3.5,MARUTI,19.3,1248,73.9
5015,Delhi,2006,63000,Petrol,Manual,First,,,1.6,MARUTI,16.1,NAN,NAN
5016,Delhi,2013,72000,Diesel,Automatic,First,5,,15.5,LAND,0,2179,115
5017,Hyderabad,2013,63455,Diesel,Manual,First,7,,19,TOYOTA,11.5,2982,171
5018,Hyderabad,2017,17151,Diesel,Manual,First,5,11.05 Lakh,8.4,HONDA,27.3,1498,98.6
5019,Pune,2016,31001,Diesel,Manual,First,5,,7.25,MARUTI,24.3,1248,88.5
5020,Kolkata,2014,42109,Diesel,Manual,First,5,,4.25,MARUTI,23.4,1248,74
5021,Delhi,2015,55000,Diesel,Automatic,Second,5,,5.7,SKODA,21.66,1498,103.52
5022,Hyderabad,2013,46000,Diesel,Automatic,Second,5,,26,LAND,0,2179,115
5023,Hyderabad,2013,30852,Petrol,Manual,First,5,,2.49,MARUTI,22.74,796,47.3
5024,Pune,2011,65000,Petrol,Manual,Second,5,,3,VOLKSWAGEN,16.47,1198,73.9
5025,Delhi,2015,65000,Diesel,Manual,First,5,,5.95,HONDA,26,1498,98.6
5026,Delhi,2013,72000,Diesel,Manual,First,5,,2.69,MARUTI,23.4,1248,74
5027,Bangalore,2014,29000,Diesel,Automatic,First,5,,26,AUDI,17.11,1968,174.33
5028,Kolkata,2015,32000,Petrol,Manual,First,5,,5.5,HONDA,17.8,1497,117.3
5029,Chennai,2016,29875,Petrol,Manual,First,5,,4.85,FORD,18.16,1196,86.8
5030,Kochi,2018,32539,Diesel,Manual,First,5,8.63 Lakh,8.39,MARUTI,24.3,1248,88.5
5031,Hyderabad,2015,83090,Diesel,Manual,First,5,,7.99,RENAULT,19.01,1461,108.45
5032,Hyderabad,2016,62679,Diesel,Manual,First,5,,6.95,HYUNDAI,21.19,1396,88.73
5033,Mumbai,2010,93000,Petrol,Manual,First,5,,1.5,MAHINDRA,15.7,1390,75
5034,Mumbai,2006,44000,Petrol,Manual,First,5,,1.55,HONDA,17.7,1497,78
5035,Bangalore,2010,78400,Petrol,Manual,Second,5,,2.75,FORD,15.6,1196,70
5036,Mumbai,2014,71300,Petrol,Manual,First,5,,4.25,RENAULT,13.06,1598,102.53
5037,Kolkata,2015,18000,Petrol,Manual,First,5,,2.85,HYUNDAI,20.36,1197,78.9
5038,Coimbatore,2019,24013,Diesel,Automatic,First,7,69.22 Lakh,56.14,LAND,12.81,1999,148.31
5039,Ahmedabad,2009,99100,Petrol,Automatic,Second,5,,10,AUDI,9.74,1984,208
5040,Mumbai,2003,62000,Petrol,Manual,Second,8,,1.25,MARUTI,11.3,1298,83.1
5041,Kolkata,2017,14000,Diesel,Manual,First,5,,7.5,MARUTI,26.59,1248,74
5042,Coimbatore,2015,44811,Diesel,Automatic,First,5,,25.81,AUDI,17.11,1968,174.33
5043,Ahmedabad,2014,44000,Petrol,Manual,First,5,,4.3,VOLKSWAGEN,16.47,1198,74
5044,Chennai,2010,136000,Diesel,Manual,Second,7,,11,TOYOTA,11.5,2982,171
5045,Jaipur,2010,144113,Diesel,Manual,Second,7,,11.75,TOYOTA,11.5,2982,171
5046,Coimbatore,2012,94989,Petrol,Manual,First,5,,6.58,HONDA,12.8,2354,177.6
5047,Chennai,2012,58133,Diesel,Manual,First,5,,4.8,MARUTI,22.9,1248,74
5048,Pune,2008,61000,Petrol,Manual,Second,5,,1.65,SKODA,17.5,1198,70
5049,Kolkata,2017,27000,Diesel,Manual,First,5,18.45 Lakh,15,JEEP,17.1,1956,170
5050,Ahmedabad,2014,18050,Petrol,Manual,Second,4,,1,TATA,25.4,624,37.5
5051,Hyderabad,2007,145277,Petrol,Manual,First,5,,1.65,FORD,15.3,1596,101
5052,Ahmedabad,2015,42000,Diesel,Manual,First,5,,3.6,MARUTI,27.62,793,47
5053,Delhi,2011,86000,Diesel,Manual,First,7,,11.5,TOYOTA,11.5,2982,171
5054,Ahmedabad,2015,42150,Diesel,Manual,First,5,,3.6,MARUTI,27.62,793,47
5055,Pune,2015,30158,Petrol,Manual,First,5,,3.05,HYUNDAI,21.1,814,55.2
5056,Bangalore,2011,47000,Diesel,Manual,Second,5,,6,FORD,23.5,1498,90
5057,Ahmedabad,2013,39000,Petrol,Manual,First,5,,3.75,VOLKSWAGEN,16.47,1198,74
5058,Coimbatore,2016,32125,Petrol,Manual,First,5,,6.17,VOLKSWAGEN,16.2,1199,74
5059,Coimbatore,2017,58829,Diesel,Manual,First,5,9.89 Lakh,9.05,MARUTI,24.3,1248,88.5
5060,Coimbatore,2013,67559,Petrol,Manual,First,5,,4.05,HONDA,19.4,1198,86.8
5061,Pune,2013,55000,Petrol,Manual,First,5,,4.25,MARUTI,17.5,1298,85.8
5062,Kolkata,2018,30000,Petrol,Manual,First,5,4.87 Lakh,3.75,MARUTI,23.1,998,67.04
5063,Mumbai,2016,28000,Petrol,Automatic,First,5,,11.85,HYUNDAI,13,1591,121.3
5064,Kochi,2016,31826,Diesel,Manual,First,5,,8.24,FORD,22.7,1498,89.84
5065,Hyderabad,2016,64000,Diesel,Manual,First,5,,5.99,MARUTI,17.8,1248,NULL
5066,Jaipur,2008,100009,Petrol,Manual,Second,5,,6.5,HONDA,13.1,1997,141.1
5067,Coimbatore,2019,17201,Diesel,Automatic,First,7,,58.91,LAND,12.51,2179,187.7
5068,Delhi,2014,74345,Diesel,Manual,First,7,,8,MAHINDRA,15.1,2179,140
5069,Kochi,2015,58134,Petrol,Manual,First,5,,4.64,VOLKSWAGEN,16.47,1198,74
5070,Kochi,2010,30566,Petrol,Automatic,First,5,,3.32,HYUNDAI,19.2,1197,80
5071,Chennai,2012,55231,Petrol,Manual,Second,5,,2.78,HYUNDAI,20.36,1197,78.9
5072,Kochi,2016,67774,Diesel,Automatic,First,5,,8.95,CHEVROLET,14.81,1998,163.7
5073,Mumbai,2013,50319,Petrol,Automatic,First,5,,21.95,MERCEDES-BENZ,12,1991,181.03
5074,Ahmedabad,2013,45000,Petrol,Manual,First,5,,7.9,HYUNDAI,11.7,2359,134
5075,Kolkata,2007,43627,Petrol,Automatic,First,5,,29,MERCEDES-BENZ,11.74,1796,186
5076,Kolkata,2013,45000,Diesel,Manual,First,5,,3.25,VOLKSWAGEN,22.07,1199,73.9
5077,Mumbai,2014,10500,Petrol,Manual,First,5,,5.9,HONDA,17.4,1497,117.3
5078,Coimbatore,2017,21789,Diesel,Manual,First,5,11 Lakh,9.88,MARUTI,24.3,1248,88.5
5079,Coimbatore,2019,21134,Petrol,Manual,First,5,9.78 Lakh,8.78,HYUNDAI,18.6,1197,81.86
5080,Kolkata,2011,90000,Diesel,Manual,Second,7,,2.75,TATA,13.93,2179,138.1
5081,Kochi,2014,51553,Diesel,Manual,First,5,,5.98,NISSAN,21.64,1461,84.8
5082,Delhi,2011,31000,Petrol,Automatic,First,5,,31,BMW,10.9,2497,215
5083,Delhi,2011,67422,Petrol,Manual,Second,5,,3.55,TOYOTA,14.53,1798,138
5084,Kochi,2015,60519,Diesel,Manual,First,5,,6.24,HYUNDAI,22.32,1582,126.32
5085,Kolkata,2009,34000,Diesel,Manual,First,5,,2.19,MARUTI,19.3,1248,73.9
5086,Hyderabad,2013,68434,Diesel,Manual,First,5,9.14 Lakh,5.5,MARUTI,28.4,1248,73.75
5087,Pune,2014,17000,Petrol,Manual,First,5,4.48 Lakh,2.1,MARUTI,24.07,998,67.1
5088,Coimbatore,2011,43686,Petrol,Automatic,First,4,,50.66,JAGUAR,10.5,5000,503
5089,Kolkata,2012,22000,Diesel,Automatic,First,5,,14,MERCEDES-BENZ,14.84,2143,170
5090,Mumbai,2013,79225,Diesel,Manual,First,5,15.57 Lakh,5.5,HYUNDAI,22,1582,126.2
5091,Pune,2007,63000,Petrol,Manual,Third,5,,1.2,CHEVROLET,14.2,1598,102
5092,Hyderabad,2014,61922,Petrol,Manual,First,5,,5.3,MARUTI,20.4,1197,81.8
5093,Chennai,2015,85000,Diesel,Manual,First,5,,6.3,HYUNDAI,23.9,1582,126.2
5094,Kochi,2017,26192,Diesel,Automatic,First,5,,40.47,MERCEDES-BENZ,17.9,2143,168
5095,Delhi,2013,65000,Diesel,Manual,First,7,,16.1,TOYOTA,13,2982,168.5
5096,Delhi,2014,44999,Diesel,Automatic,First,5,,25,AUDI,12.8,1968,167.6
5097,Mumbai,2008,81308,Diesel,Automatic,Second,5,,7.95,BMW,13.2,1995,170
5098,Delhi,2016,35000,Petrol,Manual,First,5,,2.65,MARUTI,24.7,796,47.3
5099,Coimbatore,2012,65349,Petrol,Manual,First,5,,2.81,MARUTI,20.92,998,67.1
5100,Hyderabad,2012,80000,Petrol,Automatic,First,5,,17.5,AUDI,15.64,1798,167.62
5101,Mumbai,2012,61000,Petrol,Manual,First,5,,3.3,MARUTI,16.1,1197,85
5102,Kochi,2019,31817,Petrol,Manual,First,5,5.12 Lakh,5.34,MARUTI,22.5,998,67.04
5103,Hyderabad,2016,41000,Diesel,Manual,First,5,,8.5,SKODA,21.14,1498,103.52
5104,Kochi,2010,82606,Petrol,Manual,Second,5,,2.69,HONDA,16,1198,90
5105,Ahmedabad,2015,52000,Diesel,Manual,First,7,,11.5,MAHINDRA,16,2179,140
5106,Coimbatore,2011,50318,Petrol,Manual,First,5,,4.06,MARUTI,18.5,1197,85.8
5107,Hyderabad,2016,50000,Diesel,Automatic,First,5,79.43 Lakh,49,MERCEDES-BENZ,17.9,2143,201.15
5108,Bangalore,2012,72000,Diesel,Manual,First,5,,4.6,SKODA,20.5,1598,103.5
5109,Delhi,2015,63776,Diesel,Manual,First,5,,3.96,HYUNDAI,24,1120,70
5110,Mumbai,2015,28133,Petrol,Manual,First,5,,5.6,HYUNDAI,18.6,1197,81.86
5111,Kolkata,2017,45000,Diesel,Manual,First,5,7.94 Lakh,3.75,TATA,22.95,1248,74
5112,Jaipur,2015,55697,Diesel,Manual,First,5,,5.5,HYUNDAI,22.54,1396,88.73
5113,Delhi,2012,62000,Diesel,Manual,Second,5,,3,SKODA,20.5,1598,103.5
5114,Mumbai,2011,48000,Petrol,Manual,First,5,,3,FIAT,16,1368,90
5115,Pune,2010,90246,Petrol,Manual,First,5,,2.95,MARUTI,16.1,1298,88.2
5116,Hyderabad,2015,80500,Diesel,Manual,First,5,,2.45,TATA,25,1396,69
5117,Pune,2012,119000,Diesel,Automatic,First,5,,13.99,MERCEDES-BENZ,14.84,2143,170
5118,Bangalore,2016,28541,Diesel,Automatic,First,5,95.13 Lakh,60.75,MERCEDES-BENZ,11.57,2987,254.79
5119,Kolkata,2008,45500,Petrol,Manual,Second,5,,1.17,HYUNDAI,0,1086,NULL
5120,Chennai,2012,41000,Petrol,Manual,Second,5,,4.5,HONDA,16.8,1497,116.3
5121,Mumbai,2010,58000,Petrol,Manual,Second,5,,2.5,HYUNDAI,18.5,1197,80
5122,Chennai,2015,99000,Diesel,Manual,First,7,,20.5,TOYOTA,13,2982,168.5
5123,Delhi,2014,31200,Petrol,Manual,First,5,,3.9,HYUNDAI,18.9,1197,82
5124,Chennai,2009,85000,Diesel,Manual,Second,5,,3.5,VOLKSWAGEN,15,1896,105
5125,Hyderabad,2016,60924,Petrol,Automatic,First,5,,8.3,FORD,15.63,1499,110.4
5126,Chennai,2012,45000,Petrol,Manual,First,5,,2.5,HYUNDAI,21.1,814,55.2
5127,Kolkata,2011,44000,Petrol,Automatic,First,5,8.73 Lakh,2.65,NISSAN,19.15,1198,75.94
5128,Kochi,2016,30534,Petrol,Automatic,First,5,,7.42,HONDA,19,1199,88.7
5129,Kochi,2016,46399,Petrol,Manual,First,5,,4.63,VOLKSWAGEN,16.47,1198,74
5130,Kolkata,2008,42000,Petrol,Manual,First,5,,1.09,MARUTI,19.7,796,46.3
5131,Delhi,2011,67000,Diesel,Manual,First,5,,3.8,HYUNDAI,22.32,1582,126.32
5132,Mumbai,2013,58000,Diesel,Automatic,First,5,,15.75,MERCEDES-BENZ,10,2148,170
5133,Coimbatore,2015,27000,Petrol,Manual,First,5,8.69 Lakh,5.27,TATA,17.57,1193,88.7
5134,Mumbai,2012,39566,Petrol,Manual,Second,5,,2.75,HONDA,18.4,1198,86.8
5135,Chennai,2016,14980,Diesel,Manual,First,5,10.81 Lakh,7.4,HONDA,27.3,1498,98.6
5136,Jaipur,2017,18491,Petrol,Automatic,First,5,,3.9,MARUTI,24.07,998,67.1
5137,Jaipur,2000,90000,Petrol,Manual,Second,5,,0.7,MARUTI,17.3,993,60
5138,Pune,2015,118211,Diesel,Manual,First,5,,5.9,HYUNDAI,22.54,1396,88.73
5139,Coimbatore,2016,63316,Diesel,Manual,First,5,,9.58,MARUTI,22.7,1598,118
5140,Delhi,2014,42000,Diesel,Automatic,First,5,,24.95,MERCEDES-BENZ,14.21,2143,203
5141,Kochi,2015,25648,Petrol,Manual,First,7,,4.29,CHEVROLET,13.7,1399,98.82
5142,Delhi,2011,67612,Diesel,Automatic,Second,5,,11.5,MERCEDES-BENZ,14.21,2143,203
5143,Mumbai,2016,33000,Diesel,Manual,First,7,,9.65,MAHINDRA,16,2179,140
5144,Mumbai,2015,20000,Petrol,Manual,First,5,,3.75,HYUNDAI,20.36,1197,78.9
5145,Pune,2007,143000,Petrol,Manual,Second,5,,1.1,HYUNDAI,14.2,1341,82.9
5146,Coimbatore,2014,118218,Diesel,Automatic,First,7,,31.41,AUDI,12.07,2967,241.4
5147,Pune,2012,99000,Diesel,Manual,Third,8,,6,MAHINDRA,12.05,2179,120
5148,Pune,2016,22700,Petrol,Manual,First,5,,5.55,HONDA,18.7,1199,88.7
5149,Jaipur,2017,28000,Diesel,Manual,First,7,,10.91,TATA,14,2179,138.1
5150,Kolkata,2014,62000,Diesel,Manual,First,7,,7.25,MAHINDRA,15.1,2179,140
5151,Hyderabad,2012,107023,Diesel,Manual,First,5,,3.9,VOLKSWAGEN,22.07,1199,73.9
5152,Delhi,2012,71082,Diesel,Manual,First,5,,3.95,MARUTI,19.3,1248,73.9
5153,Mumbai,2013,60000,Diesel,Automatic,First,5,,22,AUDI,15.73,1968,174.33
5154,Delhi,2014,21701,Petrol,Manual,First,5,,3.38,MARUTI,23.1,998,67.04
5155,Mumbai,2011,56000,Petrol,Manual,First,5,,3.45,HONDA,16.8,1497,116.3
5156,Delhi,2016,32450,Petrol,Manual,First,5,,5.75,HYUNDAI,18.6,1197,81.83
5157,Jaipur,2016,12500,Petrol,Manual,First,5,,2.75,RENAULT,25.17,799,53.3
5158,Kochi,2019,20483,Diesel,Automatic,First,5,,30.3,MERCEDES-BENZ,17.9,2143,136
5159,Hyderabad,2014,45800,Diesel,Manual,First,5,,7.5,FORD,22.7,1498,89.84
5160,Coimbatore,2015,35441,Petrol,Manual,First,5,,6.87,HYUNDAI,18.6,1197,81.83
5161,Bangalore,2015,86398,Diesel,Manual,First,7,,15.2,TOYOTA,12.99,2494,100.6
5162,Chennai,2012,150000,Diesel,Manual,First,5,,3.5,NISSAN,21.64,1461,84.8
5163,Hyderabad,2014,89000,Diesel,Manual,First,5,,5.85,MARUTI,25.2,1248,74
5164,Hyderabad,2010,68375,Petrol,Manual,First,5,,2.5,MARUTI,19,998,66.1
5165,Pune,2013,52000,Petrol,Manual,First,5,,3.95,MARUTI,18.6,1197,85.8
5166,Jaipur,2017,39000,Diesel,Automatic,First,5,42.4 Lakh,27,MERCEDES-BENZ,17.9,2143,136
5167,Bangalore,2014,68000,Petrol,Manual,Second,7,,6.75,MARUTI,16.02,1373,93.7
5168,Jaipur,2007,71000,Petrol,Manual,Second,5,,1.5,MARUTI,18.9,998,67.1
5169,Hyderabad,2012,72003,Diesel,Manual,First,5,,3.9,VOLKSWAGEN,22.07,1199,73.9
5170,Hyderabad,2014,135670,Diesel,Manual,First,5,,6.55,FORD,22.7,1498,89.84
5171,Kochi,2017,65850,Diesel,Manual,First,5,,9.44,HONDA,25.1,1498,98.6
5172,Coimbatore,2015,53920,Petrol,Manual,First,5,23.37 Lakh,10.77,TOYOTA,14.28,1798,138.03
5173,Ahmedabad,2014,58000,Diesel,Manual,First,7,,7.5,MAHINDRA,15.1,2179,140
5174,Kolkata,2016,4000,Petrol,Manual,First,5,,3,MARUTI,24.7,796,47.3
5175,Chennai,2010,58000,Diesel,Automatic,First,5,79.78 Lakh,11.75,BMW,18.59,2993,265
5176,Kochi,2016,29832,Petrol,Manual,First,5,,3.29,HYUNDAI,21.1,814,55.2
5177,Chennai,2016,71156,Diesel,Manual,First,5,,6.5,MARUTI,26.59,1248,74
5178,Delhi,2015,64687,CNG,Manual,First,5,5.87 Lakh,3.8,MARUTI,31.79,998,58.33
5179,Hyderabad,2011,54000,Diesel,Automatic,First,5,,18,AUDI,16.55,1968,147.51
5180,Bangalore,2009,75000,Petrol,Automatic,Second,5,,4.95,SKODA,13.7,1798,157.75
5181,Kochi,2015,39208,Petrol,Manual,First,5,7.63 Lakh,4.52,TATA,17.57,1193,88.7
5182,Kolkata,2014,41000,Diesel,Manual,First,7,,8,FORCE,17,2149,139.07
5183,Coimbatore,2013,38622,Petrol,Manual,First,5,12.68 Lakh,6.26,HONDA,17.4,1497,117.3
5184,Chennai,2016,18000,Petrol,Manual,First,5,,7.5,NISSAN,16.95,1498,97.7
5185,Delhi,2012,52000,Petrol,Manual,First,,,3.65,MARUTI,16.1,NAN,NAN
5186,Mumbai,2011,45000,Petrol,Automatic,First,5,,3.35,VOLKSWAGEN,14.4,1598,103.6
5187,Mumbai,2014,48656,Petrol,Automatic,First,5,,5.5,HYUNDAI,15.74,1591,121.3
5188,Bangalore,2012,79000,Diesel,Automatic,First,5,16.6 Lakh,5.25,HYUNDAI,22,1582,126.2
5189,Bangalore,2012,88000,Diesel,Automatic,First,5,,16.25,AUDI,16.55,1968,140
5190,Delhi,2009,92000,Petrol,Manual,First,5,,2.7,MARUTI,15.5,1586,103.3
5191,Chennai,2019,9000,Diesel,Automatic,First,7,,32.9,FORD,12.62,2198,158
5192,Coimbatore,2008,50121,Petrol,Manual,First,5,,3.41,MARUTI,20.4,1197,83.11
5193,Hyderabad,2014,79000,Diesel,Manual,First,5,,4.15,HYUNDAI,24,1120,70
5194,Hyderabad,2014,46000,Diesel,Manual,Second,5,,5.9,VOLKSWAGEN,20.14,1498,88.8
5195,Pune,2012,100000,Petrol,Automatic,First,5,,11.5,MERCEDES-BENZ,10,2496,157.7
5196,Kolkata,2015,41000,Petrol,Manual,First,5,,4.75,HYUNDAI,18.6,1197,81.83
5197,Chennai,2015,25000,Petrol,Automatic,First,5,,3.5,MARUTI,24.07,998,67.1
5198,Pune,2014,71899,Diesel,Manual,First,7,,7.25,MARUTI,20.77,1248,88.76
5199,Mumbai,2016,7100,Petrol,Automatic,First,5,,4.35,MARUTI,23.1,998,67.04
5200,Coimbatore,2018,38171,Petrol,Automatic,Second,5,5.72 Lakh,4.99,RENAULT,22.5,999,67
5201,Bangalore,2013,70359,Diesel,Manual,First,8,,7.65,MAHINDRA,12.05,2179,120
5202,Chennai,2011,200000,Diesel,Manual,First,7,,9,TOYOTA,12.8,2494,102
5203,Chennai,2017,26969,Diesel,Manual,First,5,,6.9,VOLKSWAGEN,22.07,1199,73.9
5204,Chennai,2011,56500,Diesel,Manual,First,5,,2.9,FORD,20,1399,68
5205,Kolkata,2014,40000,Diesel,Manual,First,5,,5.75,NISSAN,20.45,1461,83.8
5206,Kolkata,2014,41000,Diesel,Manual,First,7,,8,FORCE,17,2200,139.01
5207,Kochi,2017,53105,Petrol,Automatic,First,5,4.93 Lakh,4.41,RENAULT,22.5,999,67
5208,Mumbai,2013,23000,Diesel,Manual,First,5,,4.95,SKODA,21.14,1498,103.52
5209,Hyderabad,2016,80999,Diesel,Automatic,First,7,,14.4,MAHINDRA,16,2179,140
5210,Chennai,2012,82000,Diesel,Manual,First,5,,2.95,FORD,20,1399,68.05
5211,Coimbatore,2017,68557,Diesel,Manual,First,7,11.28 Lakh,8.14,MAHINDRA,15.96,2523,62.1
5212,Hyderabad,2016,34000,Diesel,Manual,First,5,14.2 Lakh,8.45,VOLKSWAGEN,20.64,1498,108.5
5213,Pune,2015,77000,Diesel,Manual,First,8,,12.5,TOYOTA,12.99,2494,100
5214,Mumbai,2012,48000,Diesel,Manual,First,7,,6.5,MAHINDRA,15.1,2179,140
5215,Coimbatore,2015,28232,Petrol,Manual,Second,5,,7.72,FORD,15.8,1499,110
5216,Chennai,2011,110000,Diesel,Automatic,First,5,,8,VOLKSWAGEN,16.96,1968,138.1
5217,Chennai,2009,120000,Diesel,Manual,Second,7,,3,TATA,13.93,2179,138
5218,Mumbai,2013,49000,Diesel,Automatic,First,4,,29,BMW,8.2,2993,245
5219,Kolkata,2014,22000,Petrol,Manual,First,5,,4.11,VOLKSWAGEN,16.47,1198,74
5220,Coimbatore,2015,14925,Petrol,Manual,First,5,,5.37,HYUNDAI,18.5,1197,82.9
5221,Mumbai,2013,75000,Diesel,Manual,First,7,,6.55,MARUTI,20.77,1248,88.8
5222,Chennai,2015,23000,Petrol,Manual,First,5,,7,HONDA,17.4,1497,117.3
5223,Mumbai,2014,57000,Petrol,Manual,First,5,,5.48,HONDA,17,1497,118
5224,Kochi,2013,76718,Diesel,Automatic,First,5,,6.51,VOLKSWAGEN,16.96,1968,138.03
5225,Pune,2016,138000,Diesel,Manual,First,5,,5.15,HONDA,25.8,1498,98.6
5226,Hyderabad,2013,140000,Diesel,Manual,Second,7,,9,MAHINDRA,15.1,2179,140
5227,Mumbai,2008,110000,Petrol,Automatic,Second,5,,2.75,TOYOTA,14.53,1798,138.1
5228,Pune,2005,126000,Petrol,Manual,Second,5,,1.2,HYUNDAI,17,1086,NULL
5229,Bangalore,2012,73000,Diesel,Automatic,First,5,48.79 Lakh,12.5,BMW,22.69,1995,190
5230,Kochi,2017,63423,Diesel,Manual,First,5,10.42 Lakh,7.69,FORD,23,1498,98.96
5231,Kochi,2013,62132,Petrol,Manual,First,5,,4.57,HYUNDAI,18.5,1197,82.85
